p_id,name,price,colour,brand,ratingcount,avg_rating,brand_id,occasion,pattern,print or pattern type,fabric,wash care,sustainable,body or garment size,length
1518329,Dupatta Bazaar White Embroidered Chiffon Dupatta,899.0,White,Dupatta Bazaar,1321.0,4.548826646,242,Daily,Embroidered,Floral,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
10711448,Dupatta Bazaar Women White Solid Dupatta,599.0,White,Dupatta Bazaar,1531.0,4.536250816,242,Daily,Solid,Solid,Poly Chiffon,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
14964708,Dupatta Bazaar Orange & Green Dyed Art Silk Bandhani Dupatta,899.0,Orange,Dupatta Bazaar,30.0,4.366666667,242,Daily,Dyed,Bandhani,Art Silk,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
13552234,Dupatta Bazaar Black Solid Dupatta,599.0,Black,Dupatta Bazaar,232.0,4.5474137930000005,242,Daily,Solid,Solid,Poly Chiffon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17663032,Dupatta Bazaar Women's Solid Orange Dupatta,599.0,Orange,Dupatta Bazaar,0.0,0.0,242,Party,Solid,Solid,Poly Chiffon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
12866574,Dupatta Bazaar Maroon Solid Dupatta,699.0,Maroon,Dupatta Bazaar,118.0,4.245762711999999,242,Daily,Solid,Solid,Poly Chiffon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17662986,Dupatta Bazaar Green Striped Tie and Dye Dupatta,999.0,Green,Dupatta Bazaar,0.0,0.0,242,Party,Striped,Leheriya,Silk Blend,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
15514526,Dupatta Bazaar Navy Blue Embroidered Dupatta with Mirror Work,999.0,Navy Blue,Dupatta Bazaar,41.0,4.536585366000001,242,Party,Embroidered,Geometric,Poly Chiffon,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
14447434,Dupatta Bazaar White Ethnic Motifs Embroidered Dupatta,999.0,White,Dupatta Bazaar,47.0,4.382978723,242,Daily,Embroidered,Ethnic Motifs,Poly Chiffon,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
13041774,Dupatta Bazaar Women Pink & Off-White Striped Leheriya Dupatta,1399.0,Pink,Dupatta Bazaar,0.0,0.0,242,Party,Printed,Leheriya,Poly Chiffon,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
10588018,Dupatta Bazaar White Dyed Dupatta,499.0,White,Dupatta Bazaar,154.0,4.415584416000001,242,Daily,Dyed,Solid,Poly Chiffon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
14447530,Dupatta Bazaar Pink & Gold-Toned Woven Design Banarasi Pure Silk Dupatta,1499.0,Pink,Dupatta Bazaar,12.0,4.0,242,Daily,Woven Design,Floral,Pure Silk,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
17663034,Dupatta Bazaar Off White & Gold-Toned Embroidered Dupatta,999.0,Off White,Dupatta Bazaar,7.0,4.571428571,242,Party,Embroidered,Solid,Net,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
996728,Dupatta Bazaar Beige Silk Dupatta,599.0,Beige,Dupatta Bazaar,173.0,4.098265896,242,Daily,Solid,Solid,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
14160408,Dupatta Bazaar Silver-Toned Solid Dupatta,899.0,Silver,Dupatta Bazaar,12.0,4.666666667,242,Daily,Solid,Solid,Silk Blend,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
10487070,Dupatta Bazaar Off-White Solid Dupatta,599.0,Off White,Dupatta Bazaar,59.0,4.084745763,242,Daily,Solid,Solid,Silk Blend,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
18652504,Dupatta Bazaar Yellow & Pink Embroidered Dupatta with Thread Work,6999.0,Yellow,Dupatta Bazaar,0.0,0.0,242,Party,Embroidered,Floral,Viscose Georgette,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
14160340,Dupatta Bazaar White Embroidered Chiffon Dupatta,999.0,White,Dupatta Bazaar,15.0,4.133333333,242,Daily,Embroidered,Ethnic Motifs,Poly Chiffon,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
12866552,Dupatta Bazaar Orange Solid Dupatta,699.0,Orange,Dupatta Bazaar,21.0,4.19047619,242,Daily,Solid,Solid,Poly Chiffon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17662850,Dupatta Bazaar Gold-Toned Embroidered Dupatta with Gotta Patti,999.0,Gold,Dupatta Bazaar,9.0,4.0,242,Party,Embroidered,Geometric,Net,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
17662820,Dupatta Bazaar Maroon Dupatta,599.0,Maroon,Dupatta Bazaar,0.0,0.0,242,Party,Solid,Solid,Poly Chiffon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
996729,Dupatta Bazaar White Silk Dupatta,599.0,White,Dupatta Bazaar,33.0,4.181818182,242,Daily,Solid,Solid,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
12047844,Dupatta Bazaar Beige & Gold-Coloured Embellished Dupatta,799.0,Beige,Dupatta Bazaar,207.0,3.739130435,242,Party,Solid,Solid,Net,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
15043152,Dupatta Bazaar Maroon & Black Ethnic Motifs Block Printed Dupatta,3499.0,Maroon,Dupatta Bazaar,9.0,4.555555556,242,Party,Printed,Ethnic Motifs,Silk Blend,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
17662882,Dupatta Bazaar Red Woven Design Dupatta with Sequinned Detail,999.0,Red,Dupatta Bazaar,0.0,0.0,242,Party,Woven Design,Geometric,Net,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
10358133,Dupatta Bazaar Red & Gold-Coloured Woven Design Dupatta,699.0,Red,Dupatta Bazaar,51.0,4.37254902,242,Daily,Woven Design,Polka Dots,Poly Chiffon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
18207362,Dupatta Bazaar Black Linen Dupatta,899.0,Black,Dupatta Bazaar,0.0,0.0,242,Daily,Solid,Solid,Linen,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
18207274,Dupatta Bazaar Pink & Gold-Toned Ethnic Motifs Printed Art Silk Dupatta,899.0,Pink,Dupatta Bazaar,0.0,0.0,242,Party,Printed,Ethnic Motifs,Art Silk,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17662918,Dupatta Bazaar White & Gold-Toned Embroidered Net Dupatta,999.0,White,Dupatta Bazaar,5.0,4.2,242,Party,Embroidered,Solid,Net,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
18068014,Dupatta Bazaar Women Red Embroidered Chiffon Dupatta,799.0,Red,Dupatta Bazaar,0.0,0.0,242,Party,Embroidered,Floral,Poly Chiffon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
12967844,Dupatta Bazaar Black Embroidered Dupatta,899.0,Black,Dupatta Bazaar,18.0,4.444444444,242,Party,Embroidered,Ethnic Motifs,Poly Chiffon,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
1518333,Dupatta Bazaar White & Gold-Toned Embroidered & Embellished Chiffon Dupatta,899.0,White,Dupatta Bazaar,87.0,4.022988506,242,Party,Embroidered,Polka Dots,Poly Chiffon,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
13552264,Dupatta Bazaar Pink & Gold-Toned Woven Design Dupatta,799.0,Pink,Dupatta Bazaar,16.0,3.3125,242,Daily,Woven Design,Striped,Silk Blend,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
1852518,Dupatta Bazaar Red & Orange Silk Bandhani Print Dupatta,2399.0,Red,Dupatta Bazaar,11.0,3.727272727,242,Party,Printed,Bandhani,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
18652572,Dupatta Bazaar Olive Green Printed Tie and Dye Dupatta,499.0,Olive,Dupatta Bazaar,5.0,4.4,242,Daily,Printed,Bandhani,Poly Chiffon,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
18976780,Dupatta Bazaar Blue & Gold-Toned Woven Design Organza Dupatta,999.0,Blue,Dupatta Bazaar,0.0,0.0,242,Party,Woven Design,Striped,Organza,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
10358153,Dupatta Bazaar White Solid Dupatta,599.0,White,Dupatta Bazaar,11.0,4.272727273,242,Daily,Solid,Solid,Cotton Silk,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
14160344,Dupatta Bazaar Olive Green Solid Organza Dupatta,599.0,Olive,Dupatta Bazaar,19.0,4.052631579,242,Daily,Solid,Solid,Organza,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
14447462,Dupatta Bazaar Green Ethnic Motifs Embroidered Dupatta with Mirror Work,999.0,Green,Dupatta Bazaar,18.0,4.666666667,242,Party,Embroidered,Ethnic Motifs,Poly Chiffon,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
12889076,Dupatta Bazaar Navy Blue Embroidered Dupatta,999.0,Navy Blue,Dupatta Bazaar,7.0,4.285714286,242,Daily,Embroidered,Floral,Poly Chiffon,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
9260667,Dupatta Bazaar Beige & Pink Printed Dupatta,799.0,Beige,Dupatta Bazaar,35.0,4.285714286,242,Party,Printed,Floral,Silk Blend,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17663042,Dupatta Bazaar Beige & White Kashmiri Embroidered Dupatta with Thread Work,2199.0,Beige,Dupatta Bazaar,0.0,0.0,242,Party,Embroidered,Paisley,Poly Chiffon,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
17662996,Dupatta Bazaar Orange Solid Pure Cotton Dupatta,899.0,Orange,Dupatta Bazaar,0.0,0.0,242,Daily,Solid,Solid,Pure Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
14160382,Dupatta Bazaar Navy Blue & White Printed Bandhini Silk Dupatta,799.0,Navy Blue,Dupatta Bazaar,13.0,4.615384615,242,Daily,Printed,Bandhani,Silk Blend,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17662896,Dupatta Bazaar Fuchsia Ethnic Motifs Embroidered Dupatta,1999.0,Fuchsia,Dupatta Bazaar,0.0,0.0,242,Party,Embroidered,Ethnic Motifs,Poly Georgette,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
12889112,Dupatta Bazaar Blue & White Printed Dupatta,799.0,Blue,Dupatta Bazaar,10.0,4.8,242,Daily,Printed,Ethnic Motifs,Art Silk,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17545288,Dupatta Bazaar Beige & Black Ethnic Motifs Printed Dupatta,899.0,Beige,Dupatta Bazaar,14.0,4.3571428569999995,242,Daily,Printed,Ethnic Motifs,Silk Blend,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17545302,Dupatta Bazaar Green & White Printed Art Silk Dupatta,899.0,Green,Dupatta Bazaar,0.0,0.0,242,Daily,Printed,Floral,Art Silk,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
18068038,Dupatta Bazaar Purple & Gold-Toned Dyed Leheriya Dupatta with Gotta Patti,1499.0,Purple,Dupatta Bazaar,0.0,0.0,242,Party,Dyed,Striped,Poly Georgette,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17662860,Dupatta Bazaar Red & Gold-Toned Embroidered Dupatta with Gotta Patti,1399.0,Red,Dupatta Bazaar,0.0,0.0,242,Daily,Embroidered,Striped,Silk Blend,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
11414708,Dupatta Bazaar Gold-Toned Embroidered Dupatta,1299.0,Gold,Dupatta Bazaar,13.0,4.615384615,242,Party,Embroidered,Floral,Silk Blend,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
13552284,Dupatta Bazaar Green Embroidered Dupatta,999.0,Green,Dupatta Bazaar,8.0,4.25,242,Daily,Embroidered,Floral,Cotton Blend,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
15038338,Dupatta Bazaar Turquoise Blue Embroidered Dupatta,1099.0,Turquoise Blue,Dupatta Bazaar,0.0,0.0,242,Daily,Embroidered,Floral,Net,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
18207290,Dupatta Bazaar Green & Gold-Toned Ethnic Motifs Woven Design Dupatta with Zari,999.0,Green,Dupatta Bazaar,0.0,0.0,242,Party,Woven Design,Ethnic Motifs,Net,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
12967786,Dupatta Bazaar White Embroidered Dupatta,899.0,White,Dupatta Bazaar,29.0,3.8620689660000003,242,Party,Embroidered,Ethnic Motifs,Poly Chiffon,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
15043266,Dupatta Bazaar Gold & Pink Embroidered Organza Dupatta with Sequined Detail,2499.0,Gold,Dupatta Bazaar,34.0,3.8529411760000003,242,Daily,Embroidered,Floral,Organza,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
17662972,Dupatta Bazaar Sea Green Pure Cotton Dupatta,899.0,Sea Green,Dupatta Bazaar,0.0,0.0,242,Daily,Solid,Solid,Pure Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17663018,Dupatta Bazaar Mustard Yellow Ethnic Motifs Woven Design Silk Dupatta,1199.0,Mustard,Dupatta Bazaar,0.0,0.0,242,Party,Woven Design,Ethnic Motifs,Silk Blend,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
17663008,Dupatta Bazaar Cream-Coloured & Gold-Toned Striped Pure Cotton Dupatta with Zari,899.0,Cream,Dupatta Bazaar,0.0,0.0,242,Party,Striped,Striped,Pure Cotton,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
19171304,Dupatta Bazaar Women Pink & Cream-Coloured Ethnic Motifs Printed Art Silk Dupatta,899.0,Pink,Dupatta Bazaar,0.0,0.0,242,Party,Printed,Ethnic Motifs,Art Silk,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
18273212,Dupatta Bazaar Cream-Coloured & Silver-Toned Embroidered Pure Cotton Dupatta,3499.0,Cream,Dupatta Bazaar,0.0,0.0,242,Party,Embroidered,Floral,Pure Cotton,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
11497192,Dupatta Bazaar Black & Red Printed Dupatta,899.0,Black,Dupatta Bazaar,0.0,0.0,242,Party,Printed,Ethnic Motifs,Art Silk,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
13616844,Dupatta Bazaar Grey & Beige Woven Design Dupatta,899.0,Grey,Dupatta Bazaar,7.0,4.714285714,242,Daily,Woven Design,Striped,Cotton Blend,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
12025092,Dupatta Bazaar Beige Striped Organza Dupatta,799.0,Beige,Dupatta Bazaar,4.0,4.5,242,Daily,Striped,Striped,Organza,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17662984,Dupatta Bazaar Orange Ethnic Motifs Embroidered Zardozi Dupatta,1999.0,Orange,Dupatta Bazaar,0.0,0.0,242,Party,Embroidered,Ethnic Motifs,Net,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
10487098,Dupatta Bazaar White & Red Embroidered Mukaish Work Dupatta,1499.0,White,Dupatta Bazaar,0.0,0.0,242,Party,Embroidered,Geometric,Poly Chiffon,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
12889038,Dupatta Bazaar Orange & Red Embroidered Dupatta,2499.0,Orange,Dupatta Bazaar,5.0,3.8,242,Party,Embroidered,Floral,Poly Chiffon,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
18976786,Dupatta Bazaar Beige & Red Embroidered Dupatta,2199.0,Beige,Dupatta Bazaar,0.0,0.0,242,Party,Embroidered,Floral,Poly Georgette,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
6177369,Dupatta Bazaar Grey & Gold-Toned Embroidered Dupatta,1899.0,Grey,Dupatta Bazaar,0.0,0.0,242,Party,Embroidered,Floral,Net,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
17662834,Dupatta Bazaar White & Brown Paisley Embroidered Dupatta,2199.0,White,Dupatta Bazaar,0.0,0.0,242,Party,Embroidered,Paisley,Poly Chiffon,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
14447532,Dupatta Bazaar Cream & Gold-Toned Lucknowi Net Dupatta with Chikankari,1599.0,Cream,Dupatta Bazaar,6.0,4.5,242,Daily,Embroidered,Paisley,Net,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
15043242,Dupatta Bazaar Pink & Grey Ethnic Motifs Embroidered Dupatta with Thread Work,1399.0,Pink,Dupatta Bazaar,0.0,0.0,242,Daily,Embroidered,Ethnic Motifs,Poly Chiffon,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
15038324,Dupatta Bazaar White Ethnic Motifs Embroidered Pure Chiffon Dupatta with Thread Work,1399.0,White,Dupatta Bazaar,7.0,4.571428571,242,Daily,Embroidered,Ethnic Motifs,Poly Chiffon,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
2452459,Dupatta Bazaar Cream-Coloured & Beige Embroidered Dupatta,899.0,Cream,Dupatta Bazaar,0.0,0.0,242,Daily,Embroidered,Floral,Cotton Blend,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
18273226,Dupatta Bazaar Green & White Ajrakh Printed Dupatta,1199.0,Green,Dupatta Bazaar,0.0,0.0,242,Daily,Printed,Ethnic Motifs,Silk Blend,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
10487110,Dupatta Bazaar Women Black & White Bandhani Dyed Gotta Patti Dupatta,1299.0,Black,Dupatta Bazaar,4.0,4.0,242,Party,Dyed,Bandhani,Art Silk,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
15991910,Dupatta Bazaar Black & Gold-Toned Embroidered Dupatta with Gotta Patti,1199.0,Black,Dupatta Bazaar,8.0,4.375,242,Party,Embroidered,Floral,Silk Blend,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
14447490,Dupatta Bazaar Beige & White Ethnic Motifs Embroidered Dupatta with Mirror Work,999.0,Beige,Dupatta Bazaar,0.0,0.0,242,Daily,Embroidered,Ethnic Motifs,Poly Chiffon,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
1442725,Dupatta Bazaar Magenta Phulkari Embroidered Dupatta,1199.0,Magenta,Dupatta Bazaar,0.0,0.0,242,Daily,Embroidered,Geometric,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
15991956,Dupatta Bazaar Brown & Gold-Toned Embroidered Dupatta with Gotta Patti,1199.0,Brown,Dupatta Bazaar,0.0,0.0,242,Party,Embroidered,Floral,Silk Blend,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
15043258,Dupatta Bazaar Sea Green & White Embroidered Dupatta with Sequinned,1099.0,Sea Green,Dupatta Bazaar,0.0,0.0,242,Daily,Embroidered,Floral,Net,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
2170210,Dupatta Bazaar Cream-Coloured Chikankari Embroidered Dupatta,1599.0,Cream,Dupatta Bazaar,0.0,0.0,242,Party,Embroidered,Floral,Cotton Blend,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
15043252,Dupatta Bazaar Grey & Silver Ethnic Motifs Embroidered Dupatta with Zari Detail,1399.0,Grey,Dupatta Bazaar,5.0,4.0,242,Daily,Embroidered,Ethnic Motifs,Net,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
18652526,Dupatta Bazaar Peach-Coloured & Gold-Toned Ethnic Motifs Printed Khari Print Dupatta,1299.0,Peach,Dupatta Bazaar,0.0,0.0,242,Daily,Printed,Ethnic Motifs,Silk Blend,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
11631678,Dupatta Bazaar Yellow & White Embroidered Net Dupatta,1099.0,Yellow,Dupatta Bazaar,13.0,4.461538462,242,Daily,Embroidered,Floral,Cotton Blend,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
12967812,Dupatta Bazaar Black Printed Kalamkari Dupatta,1099.0,Black,Dupatta Bazaar,0.0,0.0,242,Daily,Printed,Ethnic Motifs,Silk Blend,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
11631714,Dupatta Bazaar Red & Gold-Coloured Woven Design Banarasi Silk Dupatta,1499.0,Red,Dupatta Bazaar,7.0,4.714285714,242,Party,Woven Design,Ethnic Motifs,Silk Blend,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
15991994,Dupatta Bazaar Navy Blue & Yellow Ethnic Motifs Embroidered Dupatta with Phulkari,999.0,Navy Blue,Dupatta Bazaar,0.0,0.0,242,Party,Embroidered,Ethnic Motifs,Poly Chiffon,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
9452599,Dupatta Bazaar Beige Embroidered Dupatta,899.0,Beige,Dupatta Bazaar,40.0,4.4,242,Party,Embroidered,Floral,Net,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
7241433,Dupatta Bazaar White & Gold-Coloured Embroidered Dupatta,899.0,White,Dupatta Bazaar,67.0,4.358208955,242,Daily,Embroidered,Floral,Organza,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
7241415,Dupatta Bazaar Maroon & Gold-Coloured Embroidered Dupatta,899.0,Maroon,Dupatta Bazaar,105.0,4.20952381,242,Daily,Solid,Floral,Net,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
7241410,Dupatta Bazaar Blue & Gold-Coloured Embroidered Dupatta,899.0,Blue,Dupatta Bazaar,18.0,3.888888889,242,Daily,Embroidered,Floral,Organza,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
1791172,Dupatta Bazaar White Phulkari Hand-Embroidered Dupatta,899.0,White,Dupatta Bazaar,23.0,3.6956521739999997,242,Party,Embroidered,Solid,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17662818,Dupatta Bazaar Women Fuchsia Bandhani Print Kota Doria Dupatta,1099.0,Fuchsia,Dupatta Bazaar,0.0,0.0,242,Party,Printed,Bandhani,Cotton Blend,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
15799304,Dupatta Bazaar Peach-Coloured & Yellow Digital Printed Dupatta,1099.0,Peach,Dupatta Bazaar,0.0,0.0,242,Party,Printed,Abstract,Cotton Blend,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
15799298,Dupatta Bazaar Black & Green Ethnic Motifs Printed Dupatta,1099.0,Black,Dupatta Bazaar,0.0,0.0,242,Party,Printed,Ethnic Motifs,Cotton Blend,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
18207268,Dupatta Bazaar Purple Checkered  Woven Design Organza Dupatta,799.0,Purple,Dupatta Bazaar,0.0,0.0,242,Party,Woven Design,Checked,Organza,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
18207328,Dupatta Bazaar Gold-Toned & Silver-Toned Woven Design Organza Dupatta,799.0,Gold,Dupatta Bazaar,3.0,4.333333333,242,Party,Woven Design,Checked,Organza,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
18207322,Dupatta Bazaar Green & Gold-Toned Woven Design Organza Dupatta,799.0,Green,Dupatta Bazaar,0.0,0.0,242,Party,Woven Design,Checked,Organza,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
10435910,Dupatta Bazaar Beige & Gold-Toned Solid Dupatta,599.0,Beige,Dupatta Bazaar,25.0,3.88,242,Daily,Solid,Solid,Cotton Silk,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17662886,Dupatta Bazaar Fuchsia Pink Poly Chiffon Dupatta,599.0,Fuchsia,Dupatta Bazaar,0.0,0.0,242,Party,Solid,Solid,Poly Chiffon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
11514822,Dupatta Bazaar Blue & Green Printed Dupatta,899.0,Blue,Dupatta Bazaar,5.0,5.0,242,Party,Printed,Ethnic Motifs,Art Silk,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
19171288,Dupatta Bazaar Beige & Grey Ethnic Motifs Printed Art Silk Dupatta,899.0,Beige,Dupatta Bazaar,0.0,0.0,242,Daily,Printed,Ethnic Motifs,Art Silk,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
14447488,Dupatta Bazaar Brown & Black Woven Design Dupatta,899.0,Brown,Dupatta Bazaar,0.0,0.0,242,Party,Woven Design,Polka Dots,Cotton Blend,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
1411010,Dupatta Bazaar Beige Striped Chanderi Cotton Silk Dupatta,449.0,Beige,Dupatta Bazaar,6.0,2.833333333,242,Casual,Solid,Striped,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
15514560,Dupatta Bazaar Beige & Pink Embroidered Organza Dupatta with Zardozi,2999.0,Beige,Dupatta Bazaar,0.0,0.0,242,Party,Embroidered,Floral,Organza,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
15514544,Dupatta Bazaar Fuchsia & Gold-Toned Printed Bandhani Dupatta with Gotta Patti,1499.0,Fuchsia,Dupatta Bazaar,5.0,3.8,242,Party,Printed,Bandhani,Poly Georgette,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
18652592,Dupatta Bazaar Maroon & Green Embroidered Dupatta with Thread Work,6999.0,Maroon,Dupatta Bazaar,0.0,0.0,242,Party,Embroidered,Floral,Viscose Georgette,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
1411015,Dupatta Bazaar Red Block Print Cotton Silk Dupatta,449.0,Red,Dupatta Bazaar,27.0,3.7037037039999996,242,Casual,Printed,Floral,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
15514614,Dupatta Bazaar Red & Gold-Toned Printed Dupatta with Gotta Patti,1499.0,Red,Dupatta Bazaar,0.0,0.0,242,Party,Printed,Striped,Poly Georgette,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
18207372,Dupatta Bazaar Black & Gold-Toned Ethnic Motifs Embroidered Dupatta with Chikankari,1999.0,Black,Dupatta Bazaar,0.0,0.0,242,Party,Embroidered,Ethnic Motifs,Net,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
7241416,Dupatta Bazaar Yellow Woven Design Dupatta,899.0,Yellow,Dupatta Bazaar,0.0,0.0,242,Daily,Woven Design,Geometric,Poly Chiffon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
6581971,Dupatta Bazaar Blue & Gold-Toned Woven Design Dupatta,1499.0,Blue,Dupatta Bazaar,14.0,4.1428571430000005,242,Party,Woven Design,Floral,Pure Silk,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
13041764,Dupatta Bazaar Women Red & Off-White Striped Dupatta,1399.0,Red,Dupatta Bazaar,5.0,4.2,242,Party,Striped,Leheriya,Poly Chiffon,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
10711482,Dupatta Bazaar Women Sea Green & Gold-Coloured Zardozi Embroidered Dupatta,1699.0,Sea Green,Dupatta Bazaar,0.0,0.0,242,Party,Embroidered,Polka Dots,Net,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
14160400,Dupatta Bazaar White & Black Embroidered Dupatta,999.0,White,Dupatta Bazaar,11.0,4.454545455,242,Daily,Embroidered,Ethnic Motifs,Poly Chiffon,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
