p_id,name,price,colour,brand,ratingcount,avg_rating,description,brand_id,occasion,pattern,print or pattern type,fabric,wash care,sustainable,body or garment size,length
1518329,Dupatta Bazaar White Embroidered Chiffon Dupatta,899.0,White,Dupatta Bazaar,1321.0,4.548826646,White embroidered&nbsp;dupattaChiffonHand-wash coldLength: 2.5 metres Width: 1 metre,242,Daily,Embroidered,Floral,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
10711448,Dupatta Bazaar Women White Solid Dupatta,599.0,White,Dupatta Bazaar,1531.0,4.536250816,White solid dupatta and has a taping borderPoly ChiffonHand-washLength:&nbsp;2.35 mWidth: 90 cm,242,Daily,Solid,Solid,Poly Chiffon,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
14964708,Dupatta Bazaar Orange & Green Dyed Art Silk Bandhani Dupatta,899.0,Orange,Dupatta Bazaar,30.0,4.366666667,"Orange and green bandhani dyed dupatta has bandhani technique,,  woven design borderArt silk  Machine washLength:&nbsp;2.35 metresWidth:&nbsp;0.9 meters",242,Daily,Dyed,Bandhani,Art Silk,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
13552234,Dupatta Bazaar Black Solid Dupatta,599.0,Black,Dupatta Bazaar,232.0,4.5474137930000005,Black solid Dupatta and has a solid borderMaterial: Poly Chiffon  Machine WashLength: 2.3 mWidth: 0.9 m,242,Daily,Solid,Solid,Poly Chiffon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17663032,Dupatta Bazaar Women's Solid Orange Dupatta,599.0,Orange,Dupatta Bazaar,0.0,0.0,Orange solid dupattaWoven design borderPoly chiffonMachine WashLength: 2.4 metersWidth: 90 cm,242,Party,Solid,Solid,Poly Chiffon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
12866574,Dupatta Bazaar Maroon Solid Dupatta,699.0,Maroon,Dupatta Bazaar,118.0,4.245762711999999,Maroon solid Dupatta and has a fringed borderMaterial: Poly Chiffon  Machine WashLength: 2.5 metresWidth: 0.9 metre,242,Daily,Solid,Solid,Poly Chiffon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17662986,Dupatta Bazaar Green Striped Tie and Dye Dupatta,999.0,Green,Dupatta Bazaar,0.0,0.0,"Green leheriya striped dupatta has tie and dye technique,,  embellished borderDimensions :&nbsp;2.4""meters*0.9""metersSilk BlendHand Wash",242,Party,Striped,Leheriya,Silk Blend,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
15514526,Dupatta Bazaar Navy Blue Embroidered Dupatta with Mirror Work,999.0,Navy Blue,Dupatta Bazaar,41.0,4.536585366000001,"Navy blue geometric embroidered dupatta mirror work,  taping borderLength: 2.25 mWidth: 0.9 mPoly chiffon  Dry clean",242,Party,Embroidered,Geometric,Poly Chiffon,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
14447434,Dupatta Bazaar White Ethnic Motifs Embroidered Dupatta,999.0,White,Dupatta Bazaar,47.0,4.382978723,"White ethnic motifs embroidered dupatta,  taping borderPoly chiffon  Hand washLength: 2.35 mWidth: 0.9 m",242,Daily,Embroidered,Ethnic Motifs,Poly Chiffon,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
13041774,Dupatta Bazaar Women Pink & Off-White Striped Leheriya Dupatta,1399.0,Pink,Dupatta Bazaar,0.0,0.0,"Pink and off-white striped gotta patti dupatta, has a pom pom and taping detailing along the borderMaterial: Poly chiffonHand washLength: 2.30 mWidth: 0.9 m",242,Party,Printed,Leheriya,Poly Chiffon,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
10588018,Dupatta Bazaar White Dyed Dupatta,499.0,White,Dupatta Bazaar,154.0,4.415584416000001,White dyed Dupatta and has a fringed borderLength: 2.40 metresWidth: 0.9 metresPoly ChiffonMachine-wash,242,Daily,Dyed,Solid,Poly Chiffon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
14447530,Dupatta Bazaar Pink & Gold-Toned Woven Design Banarasi Pure Silk Dupatta,1499.0,Pink,Dupatta Bazaar,12.0,4.0,"Pink and gold-toned floral woven design dupatta,  tasselled borderPure silk  Dry cleanLength: 2.35 mWidth: 0.9 m",242,Daily,Woven Design,Floral,Pure Silk,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
17663034,Dupatta Bazaar Off White & Gold-Toned Embroidered Dupatta,999.0,Off White,Dupatta Bazaar,7.0,4.571428571,"Off white and gold-toned solid embroidered dupatta sequinned,  embellished borderNetDry Clean OnlyLength: 2.4 mWidth: 90 cm",242,Party,Embroidered,Solid,Net,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
996728,Dupatta Bazaar Beige Silk Dupatta,599.0,Beige,Dupatta Bazaar,173.0,4.098265896,"Beige woven dupatta, has zari woven detail along the border,&nbsp;tassels along both the endsLength: 2.4 metres Width: 0.8 metresSilkHand-wash cold",242,Daily,Solid,Solid,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
14160408,Dupatta Bazaar Silver-Toned Solid Dupatta,899.0,Silver,Dupatta Bazaar,12.0,4.666666667,Silver-Toned solid Dupatta and has a tasselled borderLength: 2.30 metresWidth: 0.9 metreMaterial: Silk Blend  Hand Wash,242,Daily,Solid,Solid,Silk Blend,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
10487070,Dupatta Bazaar Off-White Solid Dupatta,599.0,Off White,Dupatta Bazaar,59.0,4.084745763,Off-White solid Dupatta and has a fringed borderCotton SilkMachine-washLength: 2.40 metresWidth: 0.9 metres,242,Daily,Solid,Solid,Silk Blend,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
18652504,Dupatta Bazaar Yellow & Pink Embroidered Dupatta with Thread Work,6999.0,Yellow,Dupatta Bazaar,0.0,0.0,"Yellow and pink floral embroidered dupatta thread work,  taping borderLength:  Width:Dry Clean Only",242,Party,Embroidered,Floral,Viscose Georgette,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
14160340,Dupatta Bazaar White Embroidered Chiffon Dupatta,999.0,White,Dupatta Bazaar,15.0,4.133333333,"White embroidered Dupatta, thread work, and has a taping borderMaterial: Poly Chiffon  Hand WashLength: 2.30 metresWidth: 0.9 metre",242,Daily,Embroidered,Ethnic Motifs,Poly Chiffon,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
12866552,Dupatta Bazaar Orange Solid Dupatta,699.0,Orange,Dupatta Bazaar,21.0,4.19047619,Orange solid Dupatta and has a fringed borderLength: 2.5 metresWidth: 0.9 metreMaterial: Poly Chiffon  Machine Wash,242,Daily,Solid,Solid,Poly Chiffon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17662850,Dupatta Bazaar Gold-Toned Embroidered Dupatta with Gotta Patti,999.0,Gold,Dupatta Bazaar,9.0,4.0,"Gold-toned geometric embroidered dupatta gotta patti,  embellished borderLength: 2.4 mWidth: 90 cmNetDry Clean Only",242,Party,Embroidered,Geometric,Net,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
17662820,Dupatta Bazaar Maroon Dupatta,599.0,Maroon,Dupatta Bazaar,0.0,0.0,"Maroon solid dupatta,  woven design borderPoly Chiffon&nbsp;Machine WashLength:&nbsp;2.4&nbsp;metersWidth: 0.9 meters",242,Party,Solid,Solid,Poly Chiffon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
996729,Dupatta Bazaar White Silk Dupatta,599.0,White,Dupatta Bazaar,33.0,4.181818182,"White dupatta, has zari woven design along the border, tassels along the endsSilk blendMachine-washLength: 2.3 metres Width: 1 metre",242,Daily,Solid,Solid,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
12047844,Dupatta Bazaar Beige & Gold-Coloured Embellished Dupatta,799.0,Beige,Dupatta Bazaar,207.0,3.739130435,"Beige and Gold-coloured embellished Dupatta, beads and stones, and has an embellished borderMaterial: Net  Hand WashLength: 2.30 mtrWidth: 0.9 mtr",242,Party,Solid,Solid,Net,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
15043152,Dupatta Bazaar Maroon & Black Ethnic Motifs Block Printed Dupatta,3499.0,Maroon,Dupatta Bazaar,9.0,4.555555556,"Maroon and black ethnic motifs printed dupatta has block print technique, solid borderSilk blend  Dry cleanLength: 2.25 mtrWidth: 0.9 mtr",242,Party,Printed,Ethnic Motifs,Silk Blend,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
17662882,Dupatta Bazaar Red Woven Design Dupatta with Sequinned Detail,999.0,Red,Dupatta Bazaar,0.0,0.0,"Red geometric woven design dupatta sequinned,  embellished borderDry Clean OnlyLength: 2.4 metersWidth: 0.9 meters",242,Party,Woven Design,Geometric,Net,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
10358133,Dupatta Bazaar Red & Gold-Coloured Woven Design Dupatta,699.0,Red,Dupatta Bazaar,51.0,4.37254902,Red and Gold-coloured woven design Dupatta and has a solid borderLength: 2.4 mWidth: 0.9 mPoly ChiffonMachine-wash,242,Daily,Woven Design,Polka Dots,Poly Chiffon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
18207362,Dupatta Bazaar Black Linen Dupatta,899.0,Black,Dupatta Bazaar,0.0,0.0,"Black solid dupatta,  tasselled borderFreeLinenHand wash",242,Daily,Solid,Solid,Linen,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
18207274,Dupatta Bazaar Pink & Gold-Toned Ethnic Motifs Printed Art Silk Dupatta,899.0,Pink,Dupatta Bazaar,0.0,0.0,"Pink and gold-toned ethnic motifs printed dupatta,  tasselled borderLength: 2.40 mWidth: 90 cmArt SilkHand wash",242,Party,Printed,Ethnic Motifs,Art Silk,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17662918,Dupatta Bazaar White & Gold-Toned Embroidered Net Dupatta,999.0,White,Dupatta Bazaar,5.0,4.2,"White and gold-toned solid embroidered dupatta sequinned, embellished borderLength:L 2.5metersWidth: 1.05 metersNetDry Clean Only",242,Party,Embroidered,Solid,Net,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
18068014,Dupatta Bazaar Women Red Embroidered Chiffon Dupatta,799.0,Red,Dupatta Bazaar,0.0,0.0,Red floral embroidered dupattataping borderchiffonHand WashLength: 2.40 mWidth: 90 cm,242,Party,Embroidered,Floral,Poly Chiffon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
12967844,Dupatta Bazaar Black Embroidered Dupatta,899.0,Black,Dupatta Bazaar,18.0,4.444444444,Black embroidered Dupatta and has a tasselled borderLength: 2.3metresWidth: 0.9metreMaterial: Poly Chiffon  Hand Wash,242,Party,Embroidered,Ethnic Motifs,Poly Chiffon,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
1518333,Dupatta Bazaar White & Gold-Toned Embroidered & Embellished Chiffon Dupatta,899.0,White,Dupatta Bazaar,87.0,4.022988506,"White and gold-toned woven Chikankari embroidered and embellished&nbsp;dupatta, has contrast taping along the borderChiffon blendHand-washLength: 2.3 metres Width: 1 metre",242,Party,Embroidered,Polka Dots,Poly Chiffon,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
13552264,Dupatta Bazaar Pink & Gold-Toned Woven Design Dupatta,799.0,Pink,Dupatta Bazaar,16.0,3.3125,Pink and Gold-toned woven design Dupatta and has a fringed borderLength: 2.3 mWidth: 0.9 mMaterial: Silk Blend  Hand Wash,242,Daily,Woven Design,Striped,Silk Blend,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
1852518,Dupatta Bazaar Red & Orange Silk Bandhani Print Dupatta,2399.0,Red,Dupatta Bazaar,11.0,3.727272727,Red and orange Bandhani print dupatta with dyed effect and gota patti detailing along the borderSilkDry-cleanLength: 2.3 metresWidth: 1.1 metres,242,Party,Printed,Bandhani,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
18652572,Dupatta Bazaar Olive Green Printed Tie and Dye Dupatta,499.0,Olive,Dupatta Bazaar,5.0,4.4,"Olive green bandhani printed dupatta has tie and dye technique,,  taping borderLength:  Width:Hand Wash",242,Daily,Printed,Bandhani,Poly Chiffon,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
18976780,Dupatta Bazaar Blue & Gold-Toned Woven Design Organza Dupatta,999.0,Blue,Dupatta Bazaar,0.0,0.0,"Blue and gold-toned striped woven design dupatta,  tasselled borderOrganzaHand WashDimensions:2.40 Meters * 0.9 Meters",242,Party,Woven Design,Striped,Organza,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
10358153,Dupatta Bazaar White Solid Dupatta,599.0,White,Dupatta Bazaar,11.0,4.272727273,White solid Dupatta and has a tasselled borderLength: 2.4 metresWidth: 90 cmCotton SilkMachine-wash,242,Daily,Solid,Solid,Cotton Silk,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
14160344,Dupatta Bazaar Olive Green Solid Organza Dupatta,599.0,Olive,Dupatta Bazaar,19.0,4.052631579,Olive Green solid Dupatta and has a tasselled borderMaterial: Organza  Hand WashLength: 2.30 metresWidth: 0.9 metre,242,Daily,Solid,Solid,Organza,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
14447462,Dupatta Bazaar Green Ethnic Motifs Embroidered Dupatta with Mirror Work,999.0,Green,Dupatta Bazaar,18.0,4.666666667,"Green ethnic motifs embroidered dupatta mirror work,  solid borderPoly chiffon  Hand washLength: 2.35 m&nbsp;Width: 90 cm&nbsp;",242,Party,Embroidered,Ethnic Motifs,Poly Chiffon,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
12889076,Dupatta Bazaar Navy Blue Embroidered Dupatta,999.0,Navy Blue,Dupatta Bazaar,7.0,4.285714286,"Navy Blue embroidered Dupatta, thread work, and has a taping borderMaterial: Poly Chiffon  Hand WashLength: 2.30 mtrWidth: 0.9 mtr",242,Daily,Embroidered,Floral,Poly Chiffon,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
9260667,Dupatta Bazaar Beige & Pink Printed Dupatta,799.0,Beige,Dupatta Bazaar,35.0,4.285714286,"Beige, pink and green printed dupatta, fringed borderSilk BlendHand-washLength: 2.4 metresWidth: 90 centimetre",242,Party,Printed,Floral,Silk Blend,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17663042,Dupatta Bazaar Beige & White Kashmiri Embroidered Dupatta with Thread Work,2199.0,Beige,Dupatta Bazaar,0.0,0.0,"Beige and white paisley embroidered dupatta thread workEmbroidered&nbsp;borderPolychiffonDry Clean Only2.4""meters*0.9""meters",242,Party,Embroidered,Paisley,Poly Chiffon,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
17662996,Dupatta Bazaar Orange Solid Pure Cotton Dupatta,899.0,Orange,Dupatta Bazaar,0.0,0.0,"Orange solid dupatta,  taping borderLength:L 2.5metersWidth: 1.05 meters100% CottonMachine Wash",242,Daily,Solid,Solid,Pure Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
14160382,Dupatta Bazaar Navy Blue & White Printed Bandhini Silk Dupatta,799.0,Navy Blue,Dupatta Bazaar,13.0,4.615384615,"Navy Blue and White printed Dupatta, has bandhani technique, and has a solid borderMaterial: Silk Blend  Hand WashLength: 2.30 metresWidth: 0.9 metre",242,Daily,Printed,Bandhani,Silk Blend,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17662896,Dupatta Bazaar Fuchsia Ethnic Motifs Embroidered Dupatta,1999.0,Fuchsia,Dupatta Bazaar,0.0,0.0,"Fuchsia ethnic motifs embroidered dupatta,  embellished borderPoly georgetteDry Clean OnlyLength: 2.4 mWidth: 90 cm",242,Party,Embroidered,Ethnic Motifs,Poly Georgette,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
12889112,Dupatta Bazaar Blue & White Printed Dupatta,799.0,Blue,Dupatta Bazaar,10.0,4.8,Blue and white printed Dupatta and has a tasselled borderMaterial: Art Silk  Machine WashLength: 2.30 mWidth:&nbsp;90 cm,242,Daily,Printed,Ethnic Motifs,Art Silk,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17545288,Dupatta Bazaar Beige & Black Ethnic Motifs Printed Dupatta,899.0,Beige,Dupatta Bazaar,14.0,4.3571428569999995,"Beige and black ethnic motifs printed dupatta,  tasselled borderSilk blendHand washLength:&nbsp;2.4 m&nbsp;Width: 90 cm",242,Daily,Printed,Ethnic Motifs,Silk Blend,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17545302,Dupatta Bazaar Green & White Printed Art Silk Dupatta,899.0,Green,Dupatta Bazaar,0.0,0.0,"Green and white floral printed dupatta,  tasselled borderLength: 2.4 mWidth:&nbsp;0.9 mArt silkHand Wash",242,Daily,Printed,Floral,Art Silk,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
18068038,Dupatta Bazaar Purple & Gold-Toned Dyed Leheriya Dupatta with Gotta Patti,1499.0,Purple,Dupatta Bazaar,0.0,0.0,"Purple and gold-toned striped dyed dupatta has leheriya technique, gotta patti,  taping borderPoly GeorgetteHand WashLength: 2.40 mWidth: 90 cm",242,Party,Dyed,Striped,Poly Georgette,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17662860,Dupatta Bazaar Red & Gold-Toned Embroidered Dupatta with Gotta Patti,1399.0,Red,Dupatta Bazaar,0.0,0.0,"Red and gold-toned striped embroidered dupatta gotta patti,  embellished borderLength: 2.4 metersWidth: 0.9 metersSilk blendDry Clean Only",242,Daily,Embroidered,Striped,Silk Blend,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
11414708,Dupatta Bazaar Gold-Toned Embroidered Dupatta,1299.0,Gold,Dupatta Bazaar,13.0,4.615384615,"Gold-Toned embroidered Dupatta, gotta patti, and has a tasselled borderLength: 2.30 metersWidth: 0.9 metersMaterial: Silk Blend Hand Wash",242,Party,Embroidered,Floral,Silk Blend,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
13552284,Dupatta Bazaar Green Embroidered Dupatta,999.0,Green,Dupatta Bazaar,8.0,4.25,"Green embroidered Dupatta, chikankari, and has an embellished borderLength:Width:Material: Cotton Blend  Hand Wash",242,Daily,Embroidered,Floral,Cotton Blend,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
15038338,Dupatta Bazaar Turquoise Blue Embroidered Dupatta,1099.0,Turquoise Blue,Dupatta Bazaar,0.0,0.0,"Turquoise blue floral embroidered dupatta thread work,  taping borderLength:2.30 metersWidth:0.90 metersNet  Hand wash",242,Daily,Embroidered,Floral,Net,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
18207290,Dupatta Bazaar Green & Gold-Toned Ethnic Motifs Woven Design Dupatta with Zari,999.0,Green,Dupatta Bazaar,0.0,0.0,"Green and gold-toned ethnic motifs woven design dupatta zari,  tasselled borderLength: 2.40 mWidth: 90 cmNetHand wash",242,Party,Woven Design,Ethnic Motifs,Net,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
12967786,Dupatta Bazaar White Embroidered Dupatta,899.0,White,Dupatta Bazaar,29.0,3.8620689660000003,White embroidered Dupatta and has a tasselled borderLength: 2.3metresWidth: 0.9metreMaterial: Poly Chiffon  Hand Wash,242,Party,Embroidered,Ethnic Motifs,Poly Chiffon,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
15043266,Dupatta Bazaar Gold & Pink Embroidered Organza Dupatta with Sequined Detail,2499.0,Gold,Dupatta Bazaar,34.0,3.8529411760000003,"Gold and pink floral embroidered dupatta sequinned, embellished border with cutwork detailOrganza  Dry cleanLength: 2.25 mtrWidth: 0.9 mtr",242,Daily,Embroidered,Floral,Organza,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
17662972,Dupatta Bazaar Sea Green Pure Cotton Dupatta,899.0,Sea Green,Dupatta Bazaar,0.0,0.0,"Sea green solid dupatta,  solid borderPure cottonMachine WashLength:&nbsp;2.5 mWidth:&nbsp;1.05 m",242,Daily,Solid,Solid,Pure Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17663018,Dupatta Bazaar Mustard Yellow Ethnic Motifs Woven Design Silk Dupatta,1199.0,Mustard,Dupatta Bazaar,0.0,0.0,"Mustard ethnic motifs woven design dupatta,  woven design borderSilkDry Clean OnlyLength: 2.4 mWidth: 90 cm",242,Party,Woven Design,Ethnic Motifs,Silk Blend,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
17663008,Dupatta Bazaar Cream-Coloured & Gold-Toned Striped Pure Cotton Dupatta with Zari,899.0,Cream,Dupatta Bazaar,0.0,0.0,"Cream-coloured and gold-toned striped dupatta zari,  solid borderPure CottonHand WashDimensions : 2.4""meters*0.9""meters",242,Party,Striped,Striped,Pure Cotton,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
19171304,Dupatta Bazaar Women Pink & Cream-Coloured Ethnic Motifs Printed Art Silk Dupatta,899.0,Pink,Dupatta Bazaar,0.0,0.0,"Pink and cream-coloured ethnic motifs printed dupatta,  tasselled borderArt SilkHand WashDupatta Measurements: 2.40 meters X 0.90 meters",242,Party,Printed,Ethnic Motifs,Art Silk,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
18273212,Dupatta Bazaar Cream-Coloured & Silver-Toned Embroidered Pure Cotton Dupatta,3499.0,Cream,Dupatta Bazaar,0.0,0.0,"Cream-coloured and silver-toned floral embroidered dupatta gotta patti,  embellished borderPure CottonDry Clean onlyLength: 2.30 meters&nbsp;Width: 0.90 meters",242,Party,Embroidered,Floral,Pure Cotton,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
11497192,Dupatta Bazaar Black & Red Printed Dupatta,899.0,Black,Dupatta Bazaar,0.0,0.0,Black and Red printed Dupatta and has a tasselled borderMaterial: Art Silk Hand WashLength: 2.40 metersWidth: 0.9 meters,242,Party,Printed,Ethnic Motifs,Art Silk,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
13616844,Dupatta Bazaar Grey & Beige Woven Design Dupatta,899.0,Grey,Dupatta Bazaar,7.0,4.714285714,Grey and Beige woven design Dupatta and has a tasselled borderLength: 2.3 metersWidth: 0.9 metersMaterial: Cotton Blend  Hand Wash,242,Daily,Woven Design,Striped,Cotton Blend,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
12025092,Dupatta Bazaar Beige Striped Organza Dupatta,799.0,Beige,Dupatta Bazaar,4.0,4.5,"Beige striped dupatta, has a tasselled borderMaterial: Organza  Hand WashLength:&nbsp;2.30 metresWidth: 90 cm",242,Daily,Striped,Striped,Organza,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17662984,Dupatta Bazaar Orange Ethnic Motifs Embroidered Zardozi Dupatta,1999.0,Orange,Dupatta Bazaar,0.0,0.0,"Orange ethnic motifs embroidered dupatta zardozi,  embellished borderNetDry CleanLength: 2.3 metersWidth: 1.10 meters",242,Party,Embroidered,Ethnic Motifs,Net,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
10487098,Dupatta Bazaar White & Red Embroidered Mukaish Work Dupatta,1499.0,White,Dupatta Bazaar,0.0,0.0,"White and Red embroidered Dupatta, mukaish, and has an embellished borderPoly Chiffon Hand-washLength: 2.40 metresWidth: 0.9 metres",242,Party,Embroidered,Geometric,Poly Chiffon,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
12889038,Dupatta Bazaar Orange & Red Embroidered Dupatta,2499.0,Orange,Dupatta Bazaar,5.0,3.8,"Orange and Red embroidered Dupatta, phulkari, and has an embellished borderMaterial: Poly Chiffon  Dry CleanLength: 2.30 cmWidth: 0.9 m",242,Party,Embroidered,Floral,Poly Chiffon,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
18976786,Dupatta Bazaar Beige & Red Embroidered Dupatta,2199.0,Beige,Dupatta Bazaar,0.0,0.0,"Beige and red floral embroidered dupatta thread work,  tasselled borderPoly georgetteDry Clean Only2.40 Meters * 0.9 Meters",242,Party,Embroidered,Floral,Poly Georgette,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
6177369,Dupatta Bazaar Grey & Gold-Toned Embroidered Dupatta,1899.0,Grey,Dupatta Bazaar,0.0,0.0,"Grey and gold-toned embroidered dupatta, zardozi, embellished borderNet Dry-cleanLength: 2.5 metresWidth: 1 metre",242,Party,Embroidered,Floral,Net,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
17662834,Dupatta Bazaar White & Brown Paisley Embroidered Dupatta,2199.0,White,Dupatta Bazaar,0.0,0.0,"White and brown paisley embroidered dupatta,  taping borderMaterial: Poly ChiffonDry Clean OnlyDimensions:&nbsp;2.4 x 0.9 meters",242,Party,Embroidered,Paisley,Poly Chiffon,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
14447532,Dupatta Bazaar Cream & Gold-Toned Lucknowi Net Dupatta with Chikankari,1599.0,Cream,Dupatta Bazaar,6.0,4.5,"Cream and gold-toned paisley embroidered dupatta chikankari,  woven design borderLength: 2.35 mWidth: 0.9 m&nbsp;Net  Dry clean",242,Daily,Embroidered,Paisley,Net,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
15043242,Dupatta Bazaar Pink & Grey Ethnic Motifs Embroidered Dupatta with Thread Work,1399.0,Pink,Dupatta Bazaar,0.0,0.0,"Pink and grey ethnic motifs embroidered dupatta with thread work, fringed borderLength: 2.25 mtrWidth: 0.9 mtrPoly chiffon  Hand wash",242,Daily,Embroidered,Ethnic Motifs,Poly Chiffon,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
15038324,Dupatta Bazaar White Ethnic Motifs Embroidered Pure Chiffon Dupatta with Thread Work,1399.0,White,Dupatta Bazaar,7.0,4.571428571,"White ethnic motifs embroidered dupatta thread work,  woven design borderPoly chiffon  Hand washLength:2.30 metersWidth: 0.90 meters",242,Daily,Embroidered,Ethnic Motifs,Poly Chiffon,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
2452459,Dupatta Bazaar Cream-Coloured & Beige Embroidered Dupatta,899.0,Cream,Dupatta Bazaar,0.0,0.0,"Cream and beige embroidered dupatta, has a fringed borderLength: 2.5 metresWidth: 1 metreCotton Blend  Hand-wash",242,Daily,Embroidered,Floral,Cotton Blend,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
18273226,Dupatta Bazaar Green & White Ajrakh Printed Dupatta,1199.0,Green,Dupatta Bazaar,0.0,0.0,"Green and white ethnic motifs ajrakh printed dupatta, solid borderLength: 2.4 metersWidth: 0.9 metersSilk BlendHand Wash",242,Daily,Printed,Ethnic Motifs,Silk Blend,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
10487110,Dupatta Bazaar Women Black & White Bandhani Dyed Gotta Patti Dupatta,1299.0,Black,Dupatta Bazaar,4.0,4.0,"Black and White dyed Dupatta, has bandhani technique, gotta patti, and has a taping borderArt SilkDry-cleanLength: 2.4 mWidth: 0.9 m",242,Party,Dyed,Bandhani,Art Silk,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
15991910,Dupatta Bazaar Black & Gold-Toned Embroidered Dupatta with Gotta Patti,1199.0,Black,Dupatta Bazaar,8.0,4.375,"Black and gold-toned floral embroidered dupatta gotta patti,  tasselled borderSilk blend  Dry cleanLength: 240 cmWidth: 90 cm",242,Party,Embroidered,Floral,Silk Blend,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
