p_id,name,price,colour,brand,ratingcount,avg_rating,description,brand_id,occasion,pattern,print or pattern type,fabric,wash care,sustainable,body or garment size,length
17049100,Anouk Mustard Yellow & White Checked Pure Cotton A-line Top,1699.0,Mustard,Anouk,36.0,4.194444444,"Mustard yellow and white regular a-line top   Checked   Boat neck,  short,  puff sleeve sleeves   Gathered or pleated detail   Woven  100% CottonMachine washThe model (height 5'8) is wearing a size S",75,Ethnic,Checked,Checked,Pure Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17096098,Anouk Women Pink Pure Cotton Kurta with Trousers,2999.0,Pink,Anouk,18.0,3.833333333,"Pink solid Kurta with Trousers    Kurta design:     Solid   Straight shape   Regular style   Round neck,  three-quarter regular sleeves   Above knee length with curved hem   Pure cotton machine weave fabric     Trousers design:     Checked Trousers   Partially elasticated waistband   Slip-on closure  Top fabric:  Pure Cotton  Bottom fabric:  Pure Cotton  Machine washThe model (height 5'8) is wearing a size S",75,Daily,Solid,Solid,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
15582372,Anouk Women Blue & White Ethnic Motifs Printed Kurta,1999.0,Blue,Anouk,13.0,3.692307692,"Colour: blue and whiteEthnic motifs printedRound neckThree-quarter, regular sleevesStraight shape with regular styleCalf length with straight hemMachine weave regular viscose rayon100% Viscose rayonMachine washSize worn by the model: SChest: 32""Height: 5'7""",75,Daily,Printed,Ethnic Motifs,Viscose Rayon,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Calf Length
10777548,Anouk Women Navy Blue & Off-White Checked Straight Kurta,1799.0,Navy Blue,Anouk,1751.0,4.047401485,"Navy Blue and Off-white checked straight kurta, has a round neck, sleeveless, straight hem, and side slits100% CottonMachine-washThe model (height 5'8"") is wearing a size S",75,Daily,Checked,Checked,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Calf Length
14925544,Anouk Women Pink & White Ethnic Motifs Printed Cotton Kurta,1099.0,Pink,Anouk,327.0,3.8379204889999996,"Colour: pink and white   Ethnic motifs printed   Mandarin collar   Three-quarter,  regular sleeves   Straight shape with regular style   Calf length with straight hem   Machine weave regular cotton  Cotton  Machine wash The model (height 5'8) is wearing a size S",75,Daily,Printed,Ethnic Motifs,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Calf Length
15096546,Anouk Maroon & Golden Checked Ruffle Organza Chanderi Saree,5299.0,Maroon,Anouk,15.0,3.5333333330000003,Design Details Maroon and golden chanderi&nbsp;sareeChecked saree with checked ruffle borderHas gotta patti detailThe saree comes with an unstitched blouse pieceDisclaimer:&nbsp;The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Length: 5.5 metres plus 80 centimetre blouse pieceWidth: 1.06 metres (approx.)Saree fabric: OrganzaBlouse fabric: OrganzaDry clean,75,Traditional,Checked,Checked,Cotton,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
11202318,Anouk Women Blue & Gold-Toned Printed Kurta with Palazzos,2299.0,Blue,Anouk,1606.0,4.293275218,"Blue and gold-toned printed kurta with palazzos Blue and gold-toned straight calf length kurta, has a round neck, sleeveless, straight hem, side slitsBlue and gold-toned  Printed palazzos, has partially elasticated waistband, slip-on closureTop fabric: PolyesterBottom fabric: PolyesterMachine-washThe model (height 5'8"") is wearing a size S",75,Daily,Solid,Geometric,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
14884832,Anouk Women Blue Ethnic Motifs Embroidered Knitted Cropped Ethnic Palazzos,1599.0,Blue,Anouk,17.0,3.411764706,Blue knitted palazzos   Ethnic motifs embroidered   Opaque   Straight fit   Elasticated waistband   Length: cropped   Knitted polyester fabric  Straight fit  The model (height 5'8) is wearing a size S100% PolyesterHand washWarm iron on reverse sideDo not iron on waistband,75,Ethnic,Embroidered,Ethnic Motifs,Polyester,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Cropped
13905652,Anouk Women Pink & Off White Ethnic Motifs Printed Straight Kurta,899.0,Pink,Anouk,1152.0,3.994791667,"Colour:  pink and off white   Ethnic motifs printed   Round neck   Three-quarter,  regular sleeves   Straight shape with regular style   Calf length with straight hem   Machine weave regular cotton  The model (height 5'8) is wearing a size SCotton  Machine wash",75,Daily,Printed,Ethnic Motifs,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Calf Length
14854744,Anouk Women Yellow Ethnic Motifs Printed Keyhole Neck Kurta,999.0,Yellow,Anouk,316.0,3.588607595,"Colour: yellow   Ethnic motifs printed   Keyhole neck   Three-quarter,  regular sleeves   Straight shape with regular style   Calf length with straight hem   Machine weave regular cotton  Cotton  Machine wash The model (height 5'8) is wearing a size S",75,Daily,Printed,Ethnic Motifs,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Calf Length
15444504,Anouk Red & Navy Blue Printed Poly Georgette Bhagalpuri Saree,1299.0,Red,Anouk,8.0,3.125,"Design Details    Red and navy blue bhagalpuri saree   Abstract printed saree with woven design border    The saree comes with an unstitched blouse pieceThe blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Length: 5.5 metres plus 0.8 metre blouse piece  Width: 1.06 metres (approx.)Saree fabric:  Poly Georgette  Blouse fabric:  Poly Georgette  Dry clean",75,Traditional,Printed,Abstract,Cotton,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
13238592,Anouk Women Coral Orange & White Cotton Floral Print Panelled A-Line Kurta with Gathers,2999.0,Coral,Anouk,31.0,3.967741935,"Colour: Coral orange and whiteFloral printStylised square neckThree-quarter regular sleevesA-line shape with panelled and tiered&nbsp;design stylingCalf length with flared hemMachine weave regular cottonGathers, lace and tie-up detailThe model (height 5'8) is wearing a size S100% cottonHand wash",75,Daily,Printed,Floral,Cotton,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Calf Length
13905624,Anouk Women Green Floral Printed Pure Cotton Kurta with Trousers,1999.0,Green,Anouk,894.0,3.610738255,"Green printed Kurta with TrousersKurta design: Floral printedStraight shapeRegular styleBoat neck, three-quarter regular sleevesCalf length with straight hemPure cotton machine weave fabricTrousers design: Solid TrousersPartially elasticated waistbandSlip-on closureTop fabric:  Pure Cotton  Bottom fabric:  Pure Cotton  Machine washDupatta length: 2 metres (approx.)  The model (height 5'8) is wearing a size S",75,Daily,Solid,Floral,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17765812,Anouk White & Orange Hand-Printed Floral Organza Saree,3499.0,White,Anouk,2.0,4.5,"Design Details    White and orange saree   Floral printed saree with embroidered border    The saree comes with an unstitched blouse pieceThe blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Saree fabric: OrganzaBlouse fabric: Art SilkHand washLength: 5.5 metres plus 0.8 metre blouse piece  Width: 1.06 metres (approx.)",75,Party,Printed,Floral,Cotton,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17469034,Anouk Women Black & White Printed Pure Cotton Cropped Trousers,1699.0,Black,Anouk,0.0,0.0,"Black and white woven trousersRegular fitMid-riseLength: croppedPattern: geometric printedFlat-front, with no pleats designFeature: plainFit: Regular FitThe model (height 5'8) is wearing a size 28100% CottonMachine wash",75,Casual,Printed,Geometric,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Cropped
14994712,Anouk Orange & Red Bandhani Printed Saree,3399.0,Orange,Anouk,24.0,4.416666667,"Design Details    Orange and red bandhani saree   Bandhani printed saree with zari border    The saree comes with an unstitched blouse pieceThe blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Saree fabric:  Art Silk  Blouse fabric:  Art Silk  Hand washLength: 5.5 metres plus 0.8 metre blouse piece  Width: 1.06 metres (approx.)",75,Traditional,Printed,Bandhani,Cotton,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17090710,Anouk Women Blue Solid Schiffli Regular Kurta,3399.0,Blue,Anouk,16.0,4.1875,"Colour: blueWoven design&nbsp;Schiffli techniqueV-neckThree-quarter, regular sleevesStraight shape with regular styleCalf length with straight hemKnitted and woven regular cottonRegular fitSize worn by the model: SChest: 35""Height: 5'8''100% CottonMachine wash",75,Daily,Woven Design,Woven Design,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Calf Length
16234916,Anouk Women Fuchsia Kurta with Trousers & With Dupatta,3499.0,Fuchsia,Anouk,36.0,3.861111111,"Fuchsia solid Kurta with Trousers with dupatta    Kurta design:     Solid   Straight shape   Regular style   Round neck,  three-quarter regular sleeves   Calf length with straight hem   Viscose rayon machine weave fabric     Trousers design:     Solid Trousers   Partially elasticated waistband   Slip-on closure  Top fabric: 100% RayonBottom fabric: 100% RayonDupatta fabric: 100% RayonMachine washThe model (height 5'8) is wearing a size S",75,Daily,Solid,Solid,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
16045368,Anouk Peach-Coloured & Gold-Toned Woven Design Zari Poly Silk Chanderi Saree,5999.0,Peach,Anouk,4.0,3.25,Design Details Peach-coloured and gold-toned chanderi sareeWoven design&nbsp;saree with woven design borderHas zari detailThe saree comes with an unstitched blouse pieceThe blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Saree Fabric: Poly Silk (Brand: Chanderi)Blouse Fabric: Poly SilkDry CleanLength: 5.5 metres plus 0.8 metre blouse piece  Width: 1.06 metres (approx.),75,Traditional,Woven Design,Woven Design,Cotton,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
13995694,Anouk Women Teal Blue & Off White Printed Pure Cotton Kurta with Palazzos,1599.0,Teal,Anouk,585.0,3.904273504,Teal printed Kurta with PalazzosKurta design: Geometric printedStraight shapeRegular styleRound neckThree-quarter regular sleevesCalf length with straight hemPure cotton machine weave fabricPalazzos design: Solid PalazzosPartially elasticated waistbandSlip-on closureThe model (height 58) is wearing a size STop fabric:  Pure Cotton  Bottom fabric:  Pure Cotton  Machine wash,75,Daily,Solid,Geometric,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
18331850,Anouk Women Mustard Yellow Pure Cotton Flared Cropped Ethnic Palazzos,1699.0,Mustard,Anouk,0.0,0.0,Mustard yellow woven palazzos   Solid   Opaque   Flared fit   Partially elasticated waistband   Length: cropped   Woven cotton fabric  Flared fit  The model (height 5'8) is wearing a size SCotton  Machine wash,75,Ethnic,Solid,Solid,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Cropped
14122790,Anouk Turquoise Blue & Silver Geometric Woven Design Pure Cotton Top,1399.0,Turquoise Blue,Anouk,70.0,3.757142857,"Turquoise blue and silver regular topGeometric woven design&nbsp;V-neckThree-quarter, flared sleevesWoven100% CottonMachine washThe model (height 5'8) is wearing a size S",75,Ethnic,Self Design,Geometric,Pure Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
15427324,Anouk Women Maroon Yarn Dyed Kurta with Palazzos,1999.0,Maroon,Anouk,39.0,4.230769231,"Maroon and Black printed Kurta with PalazzosKurta design: Striped printedStraight shapeRegular styleRound neckSleeveless1 pocketsKnee length with straight hemPure cotton machine weave fabricPalazzos design: Printed PalazzosPartially elasticated waistbandSlip-on closure60% Polyester, 40% CottonMachine washThe model (height 5'8) is wearing a size S",75,Daily,Solid,Striped,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
13237860,Anouk Women Navy Blue & White Printed Kurta with Dhoti Pants,2699.0,Navy Blue,Anouk,337.0,4.258160237,"Navy Blue and white printed kurta with dhoti pantsNavy Blue and white straight knee length kurta, has a round neck, sleeveless, curved hem, side slitsWhite Solid dhoti pants, has elasticated waistband, slip-on closureTop fabric: Pure CottonBottom fabric: Pure CottonMachine-washThe model (height 5'8"") is wearing a size S",75,Daily,Solid,Ethnic Motifs,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
13905618,Anouk Women Grey & White Pure Cotton Kurta with Palazzos,1599.0,Grey,Anouk,656.0,4.028963415,"Grey solid Kurta with Palazzos   Kurta design:     Solid   Straight shape   Regular style   Round neck,  three-quarter regular sleeves   Calf length with straight hem   Pure cotton machine weave fabric     Palazzos design:     Printed Palazzos   Partially elasticated waistband   Slip-on closure   Comes with a   Dupatta length: 2 metres (approx.)  The model (height 58) is wearing a size STop fabric:  Pure Cotton  Bottom fabric:  Pure Cotton  Machine wash",75,Daily,Solid,Solid,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
13905630,Anouk Women Black & Coffee Brown Straight Pure Cotton Kurta with Palazzos,1599.0,Black,Anouk,592.0,3.5675675680000003,Black solid Kurta with PalazzosKurta design: SolidStraight designRegular styleRound neckThree-quarter&nbsp;sleevesCalf length&nbsp;Straight hemMachine weave regularPalazzos design: PrintedPartially elasticated waistbandSlip-on closureTop fabric:  Pure Cotton  Bottom fabric:  Pure Cotton  Machine washThe model (height 58) is wearing a size S,75,Daily,Solid,Solid,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17424006,Anouk Women Grey Printed Pure Cotton Kurta with Trousers,1699.0,Grey,Anouk,78.0,3.6538461539999996,"Grey printed Kurta with Trousers    Kurta design:     Geometric printed   Straight shape   Regular style   Round neck,  three-quarter regular sleeves   Knee length with straight hem   Pure cotton machine weave fabric     Trousers design:     Solid Trousers   Partially elasticated waistband   Slip-on closure  Top fabric:  Pure Cotton  Bottom fabric:  Pure Cotton  Machine washSize worn by the model: SChest: 32""Waist: 28""Hips: 34""Height: 5'6""",75,Daily,Solid,Geometric,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
13238450,Anouk Women Pink & Off White Striped A-Line Kurta,2299.0,Pink,Anouk,611.0,3.7594108019999997,Colour: pink and off whitestriped A-Line panelled kurtaround neckThree-quarter sleevesKnee length with flared hemtie-up at the back&nbsp;&nbsp;100% CottonMachine washThe model (height 5'8) is wearing a size S,75,Daily,Striped,Striped,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Knee Length
17744474,Anouk Magenta & Silver-Coloured Ethnic Motifs Silk Blend Kanjeevaram Saree,3599.0,Magenta,Anouk,0.0,0.0,Design Details Magenta and silver-coloured kanjeevaram sareeEthnic motifs woven design saree with woven design borderThe saree comes with an unstitched blouse pieceThe blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Silk BlendDry CleanLength: 5.5 metres plus 0.8 metre blouse piece  Width: 1.06 metres (approx.),75,Traditional,Woven Design,Ethnic Motifs,Cotton,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
14854916,Anouk Women Red & Navy Blue Striped Mandarin-Collar Straight Kurta,1399.0,Red,Anouk,183.0,4.2295081969999995,"Colour: red and navy blue   Striped   Mandarin collar   Long,  regular sleeves   Straight shape with regular style   Calf length with straight hem   Machine weave regular polyester  The model (height 5'8) is wearing a size S60% Polyester 40% CottonHand wash",75,Daily,Striped,Striped,Polyester,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Calf Length
16945802,Anouk Orange & Green Ethnic Motifs Woven Design Silk Blend Banarasi Saree,7299.0,Orange,Anouk,0.0,0.0,Design Details Orange and green banarasi sareeEthnic motifs woven design saree with woven design borderDisclaimer: The saree comes with an unstitched blouse pieceThe blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Silk BlendDry CleanLength: 5.5 metres plus 0.8 metre blouse piece  Width: 1.06 metres (approx.),75,Traditional,Woven Design,Ethnic Motifs,Cotton,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
17423960,Anouk Women Mint Green & White Printed Pure Cotton Kurta Set,1699.0,Green,Anouk,8.0,4.25,"Green printed Kurta with Palazzos    Kurta design:     Abstract printed   Straight shape   Regular style   Round neck,  three-quarter regular sleeves   Calf length with straight hem   Pure cotton machine weave fabric     Palazzos design:     Solid Palazzos   Partially elasticated waistband   Slip-on closure  Top fabric:  Pure Cotton  Bottom fabric:  Pure Cotton  Machine washThe model (height 5'8) is wearing a size S",75,Daily,Solid,Abstract,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
16707392,Anouk Women Green Ethnic Motifs Printed Kurta with Trousers & With Dupatta,3299.0,Green,Anouk,15.0,4.266666667,"Green printed Kurta with Trousers with dupattaKurta design: Ethnic motifs printedStraight shapeRegular styleRound neck, three-quarter regular sleevesKnee length with straight hemViscose rayon machine weave fabricTrousers design: Solid TrousersPartially elasticated waistbandSlip-on closure1 pocketsKurta: Viscose rayonTrouser: viscose rayonDupatta:Poly chiffonMachine washThe model (height 5'8) is wearing a size S",75,Daily,Solid,Ethnic Motifs,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
14925560,Anouk Women Black Solid Regular Pure Cotton Kurta with Trousers,1799.0,Black,Anouk,214.0,3.686915888,"Black solid Kurta with Trousers    Kurta design:     Solid   Straight shape   Regular style   Round neck,  three-quarter regular sleeves   Above knee length with straight hem   Pure cotton machine weave fabric     Trousers design:     Solid Trousers   Partially elasticated waistband   Slip-on closure  The model (height 5'8) is wearing a size STop fabric:  Pure Cotton  Bottom fabric:  Pure Cotton  Machine wash",75,Daily,Solid,Solid,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17090216,Anouk Women Black Solid Kurta with Trousers,3399.0,Black,Anouk,47.0,4.489361702,"Black solid Kurta with Trousers    Kurta design:     Solid   Straight shape   Regular style   V-neck,  short regular sleeves   Knee length with straight hem   Viscose rayon machine weave fabric     Trousers design:     Solid Trousers   Partially elasticated waistband   Slip-on closure  Size worn by the model: SChest: 32""Waist: 24""Hips: 35""Height: 5'7""Top fabric: 85% Viscose, 15% PolyesterBottom fabric:&nbsp;85% Viscose, 15% PolyesterHand wash",75,Daily,Solid,Solid,Cotton,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
16991118,Anouk Women Navy Blue Ethnic Motifs Pure Cotton Kurta with Trousers & With Dupatta,4199.0,Navy Blue,Anouk,38.0,4.1578947369999995,"Navy blue woven design Kurta with Trousers with dupatta    Kurta design:     Ethnic motifs woven design   Straight shape   Regular style   Round neck,  three-quarter regular sleeves   Above knee length with straight hem   Pure cotton knitted and woven fabric     Trousers design:     Printed Trousers   Partially elasticated waistband   Slip-on closure  Regular fitThe model (height 5'8) is wearing a size STop fabric: 100% CottonBottom fabric: 100% CottonDupatta fabric: 100% CottonMachine wash",75,Daily,Solid,Ethnic Motifs,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
16945862,Anouk Orange Ethnic Motifs Zari Silk Blend Banarasi Saree,3599.0,Orange,Anouk,0.0,0.0,"Design Details    Orange banarasi saree   Ethnic motifs woven design saree with woven design border   Has zari detail    The saree comes with an unstitched blouse pieceThe blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Length: 5.5 metres plus 0.8 metre blouse piece  Width: 1.06 metres (approx.)Silk Blend,Dry Clean",75,Traditional,Woven Design,Ethnic Motifs,Cotton,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
13237998,Anouk Women Off White Pure Cotton Ethnic Motifs Print Layered Top with Palazzos,3199.0,Off White,Anouk,101.0,3.673267327,"Off white and beige printed clothing set consisits of a layered Top and PalazzosTop design: Off white and golden topEthnic motifs printedRegular shapeKeyhole neck, sleevelessLayered Jacket design:Off white and golden jacketEhnic motifs printedA-line shapeThree-quarter sleevesFront openPalazzos design: Beige Solid PalazzosPartially elasticated waistbandSlip-on closureTwo pocketsThe model (height 5'8"") is wearing a size STop fabric:  Pure Cotton  Bottom fabric:  Pure Cotton  Machine wash",75,Ethnic,Solid,Solid,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
16259340,Anouk Green Leheriya Printed Pure Georgette Saree,2799.0,Green,Anouk,0.0,0.0,Design Details Green sareeLeheriya printed saree with printed borderDisclaimer:The saree comes with an unstitched blouse pieceThe blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Saree Fabric: Pure GeorgetteBlouse Fabric: Silk BlendDry CleanLength: 5.5 metres plus 0.8 metre blouse piece  Width: 1.06 metres (approx.),75,Daily,Printed,Leheriya,Cotton,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
17094652,Anouk Women Orange Printed Kurta,1699.0,Orange,Anouk,22.0,4.409090909,"Colour: orange   Abstract printed   Round neck   Three-quarter,  regular sleeves   A-line shape with regular style   Knee length with straight hem   Machine weave regular cotton  Size worn by the model: SChest: 29""Height: 5'6""100% CottonMachine wash",75,Daily,Printed,Abstract,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Knee Length
16272186,Anouk X Earthful Women White & Pink Floral Printed A-Line Kurta,3499.0,White,Anouk,27.0,4.444444444,"Colour: white and pink   Floral printed   V-neck   Long,  puff sleeves   A-line shape with pleated style   Calf length with flared hem   Machine weave regular polyester  Size worn by the model: SChest: 32.5''Height: 5'7""100% PolyesterMachine wash",75,Daily,Printed,Floral,Polyester,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Calf Length
13903242,Anouk White & Blue Floral Zari Silk Blend Saree,3599.0,White,Anouk,8.0,4.25,Design Details White and blue sareeFloral woven design saree with solid borderHas zari detailThe saree comes with an unstitched blouse pieceThe model is wearing a stitched version of the blouse piece. The saree comes with an unstitched blouse pieceLength: 5.5 metres plus 0.8 metre blouse piece  Width: 1.06 metres (approx.)Saree fabric:  Silk Blend  Blouse fabric:  Brocade  Dry clean,75,Festive,Woven Design,Floral,Cotton,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
15578002,Anouk Women Black Kurta with Trousers,2699.0,Black,Anouk,34.0,3.9411764710000003,"Black solid kurta with trousersKurta design: SolidStraight shapeRegular styleRound neck, long regular sleevesKnee length with straight hemCotton blend machine weave fabricTrousers design: Solid trousersPartially elasticated waistbandTop fabric: Cotton blendBottom fabric: Cotton blend&nbsp;Hand washThe model (height 5'8) is wearing a size S",75,Daily,Solid,Solid,Cotton,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
16190856,Anouk Women White & Blue Floral Printed Kurta,1999.0,White,Anouk,11.0,4.3636363639999995,"Colour: white and blue   Floral printed   V-neck   Three-quarter,  regular sleeves   Straight shape with regular style   Calf length with straight hem   Machine weave regular cotton  100% CottonMachine washSize worn by the model: SChest: 32""Height: 5'6""",75,Daily,Printed,Floral,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Calf Length
16846592,Anouk Black Solid Ruffled Saree,2170.0,Black,Anouk,15.0,3.8,"Design Details    Black saree   Solid saree with embellished border    The saree comes with an unstitched blouse pieceThe blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Saree fabric: PolyesterBlouse fabric: VelvetHand-washLength: 5.5 metres plus 0.8 metre blouse piece  Width: 1.06 metres (approx.)",75,Party,Solid,Solid,Cotton,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17093958,Anouk Women Blue Pure Cotton Kurta,1699.0,Blue,Anouk,11.0,4.818181818,"Colour: blue   Solid   Mandarin collar   Three-quarter,  regular sleeves   Straight shape with regular style   Calf length with straight hem   Machine weave regular cotton  100% CottonMachine washSize worn by the model: SChest: 32""Height: 5'6""",75,Daily,Solid,Solid,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Calf Length
17090160,Anouk Women Purple Solid Kurta with Trousers,3399.0,Purple,Anouk,48.0,4.416666667,"Purple solid Kurta with Trousers    Kurta design:     Solid   Straight shape   Regular style   V-neck,  short regular sleeves   Knee length with straight hem   Viscose rayon machine weave fabric     Trousers design:     Solid Trousers   Partially elasticated waistband   Slip-on closure  Top fabric: 85% Viscose, 15% PolyesterBottom fabric:&nbsp;85% Viscose, 15% PolyesterHand washSize worn by the model: SChest: 32""Waist: 24""Hips: 35""Height: 5'7""",75,Daily,Solid,Solid,Cotton,Hand Wash,Regular,To-Fit Denotes Body Measurements in,Regular
14224016,Anouk Women Maroon Printed Regular Pure Cotton Kurta with Pyjamas,3099.0,Maroon,Anouk,30.0,3.9666666669999997,"Maroon printed Kurta with Pyjamas    Kurta design:     Geometric printed   Straight shape   Regular style   Round neck,  three-quarter regular sleeves   Calf length with straight hem   Pure cotton machine weave fabric     Pyjamas design:     Solid Pyjamas   Elasticated waistband   Slip-on closure  The model (height 5'8) is wearing a size STop fabric:  Pure Cotton  Bottom fabric:  Pure Cotton  Machine wash",75,Daily,Solid,Geometric,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
16259280,Anouk Turquoise Blue Woven Design Pure Silk Banarasi Saree,3899.0,Turquoise Blue,Anouk,0.0,0.0,Design Details Turquoise blue banarasi sareeWoven design saree with woven design borderThe saree comes with an unstitched blouse pieceThe blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Saree fabric: Pure SilkBlouse fabric: Pure SilkDry CleanLength: 5.5 metres plus 0.8 metre blouse piece  Width: 1.06 metres (approx.),75,Traditional,Woven Design,Woven Design,Cotton,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
17876132,Anouk Green Solid Saree with Woven Design Border,2299.0,Green,Anouk,0.0,0.0,"Design Details    Green banarasi saree   Solid saree with woven design border    The saree comes with an unstitched blouse pieceThe blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Length: 5.5 metres plus 0.8 metre blouse piece  Width: 1.06 metres (approx.)Saree fabric: Cotton BlendBlouse fabric: Silk Blend&nbsp;Dry Clean",75,Daily,Solid,Solid,Cotton,Dry Clean,Regular,To-Fit Denotes Body Measurements in,Regular
15427276,Anouk Women Maroon Striped Kantha Work Yarn Dyed Kurta with Trousers,2299.0,Maroon,Anouk,49.0,4.285714286,"Maroon striped Kurta with Trousers    Kurta design:     Striped   Straight shape   Regular style   Mandarin collar,  three-quarter regular sleeves   Kantha work detail   Knee length with straight hem   Polyester machine weave fabric     Trousers design:     Striped Trousers   Partially elasticated waistband   Slip-on closure  The model (height 5'8) is wearing a size STop: 7% Polyester, 23% CottonBottom: 72% Polyester, 28% CottonMachine Wash",75,Daily,Solid,Striped,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Regular
17423884,Anouk Women Navy Blue & Yellow Printed Pure Cotton Straight Kurta,999.0,Navy Blue,Anouk,4.0,3.0,"Colour: navy blue and yellow   Quirky printed   Mandarin collar   Three-quarter,  regular sleeves   Straight shape with regular style   Calf length with straight hem   Machine weave regular cotton  Size worn by the model: SChest: 32""Height: 5'6""100% CottonMachine wash",75,Daily,Printed,Quirky,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Calf Length
17090730,Anouk Women Pink Embroidered Striped Thread Work Pure Cotton Kurta,1999.0,Pink,Anouk,59.0,3.86440678,"Colour: pink   Striped   V-neck   Three-quarter,  regular sleeves   Straight shape with regular style   Above knee with straight hem   Machine weave regular cotton  Size worn by the model: SChest: 35""Height: 5'8''Cotton  Machine wash",75,Daily,Embroidered,Striped,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Above Knee
14224678,Anouk Women Navy Blue Printed Pure Cotton Kurta,1999.0,Navy Blue,Anouk,43.0,3.930232558,"Colour: navy blue   Ethnic motifs printed   Round neck   Three-quarter,  regular sleeves   Straight shape with regular style   Knee length with straight hem   Machine weave regular cotton   The model (height 5'8) is wearing a size S100% CottonMachine wash",75,Daily,Printed,Ethnic Motifs,Cotton,Machine Wash,Regular,To-Fit Denotes Body Measurements in,Knee Length
